plyr.lbl,player,no.,name,pass_yards,comp,att,pct,avg,pass_td,int,long,rating,week,team,season,pass_yards_cum,comp_cum,att_cum,pass_td_cum,int_cum,game,pass_td_rate_cum,comp_cum_rate,int_rate_cum,pass_yards_att_cum,pass_avg_cum,pass_yards_cum_game,pass_td_int_cum,qb.part1,qb.part2,qb.part3,qb.part4,qb_rate_cum,no..rush,name.rush,rush_yards,carries,avg.rush,long.rush,rush_td,week.rush,rush_yards_cum,carries_cum,rush_td_cum,rush_td_rate_cum,rush_avg_cum,rush_yards_cum_game,rush_yards_car
CH #6,#6 Chandice Hunter,#6,Chandice Hunter,257,6,11,54.5,42.8,5,0,48,139.2,3,Anarchy,2018,397,13,22,9,0,2,0.4090909090909091,59,0,18.045454545454547,30.5,198.5,0.4090909090909091,1.4545454545454548,2.375,2.375,2.375,143,#6,Chandice Hunter,19,2,9.5,12,0,3,21,3,1,0.3333333333333333,7,10.5,9.5
CH #6,#6 Chandice Hunter,#6,Chandice Hunter,417,30,44,68.2,13.9,6,0,60,138,4,Anarchy,2018,814,43,66,15,0,3,0.22727272727272727,65,0,12.333333333333334,18.9,271.3,0.22727272727272727,1.7575757575757578,2.3333333333333335,2.375,2.375,147.3,#6,Chandice Hunter,32,3,10.7,15,1,4,53,6,2,0.3333333333333333,8.8,17.7,10.7
CH #6,#6 Chandice Hunter,#6,Chandice Hunter,55,5,10,50,11,2,0,23,106.2,5,Anarchy,2018,869,48,76,17,0,4,0.2236842105263158,63,0,11.43421052631579,18.1,217.2,0.2236842105263158,1.6578947368421053,2.1085526315789473,2.375,2.375,141.9,#6,Chandice Hunter,0,1,0,NA,0,5,53,7,2,0.2857142857142857,7.6,13.2,0
CH #6,#6 Chandice Hunter,#6,Chandice Hunter,522,35,71,49.3,14.9,5,2,45,85.5,7,Anarchy,2018,1391,83,147,22,2,5,0.14965986394557823,56,0.013605442176870748,9.462585034013605,16.8,278.2,11,1.32312925170068,1.6156462585034013,2.375,2.0348639455782314,122.5,#6,Chandice Hunter,17,3,5.7,10,0,7,70,10,2,0.2,7,14,5.7
CH #6,#6 Chandice Hunter,#6,Chandice Hunter,124,11,24,45.8,11.3,3,0,15,101.4,8,Anarchy,2018,1515,94,171,25,2,6,0.14619883040935672,55,0.011695906432748537,8.859649122807017,16.1,252.5,12.5,1.2485380116959064,1.4649122807017543,2.375,2.0826023391812867,119.5,#6,Chandice Hunter,6,2,3,NA,0,8,76,12,2,0.16666666666666666,6.3,12.7,3
CH #6,#6 Chandice Hunter,#6,Chandice Hunter,145,8,18,44.4,18.1,2,0,37,109.7,9,Anarchy,2018,1660,102,189,27,2,7,0.14285714285714285,54,0.010582010582010581,8.783068783068783,16.3,237.1,13.5,1.1984126984126984,1.4457671957671958,2.375,2.1104497354497354,118.8,#6,Chandice Hunter,0,4,0,NA,0,9,76,16,2,0.125,4.8,10.9,0
CH #6,#6 Chandice Hunter,#6,Chandice Hunter,189,12,22,54.5,15.8,0,4,NA,43.8,10,Anarchy,2018,1849,114,211,27,6,8,0.12796208530805686,54,0.02843601895734597,8.763033175355451,16.2,231.1,4.5,1.2014218009478677,1.4407582938388628,2.375,1.6640995260663507,111.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CR #12,#12 Chantal Ridlon,#12,Chantal Ridlon,32,2,8,25,16,0,1,19,4.2,1,Hawks,2018,32,2,8,0,1,1,0,25,0.125,4,16,32,0,0,0.25,0,0,4.2,#12,Chantal Ridlon,0,2,0,NA,0,1,0,2,0,0,0,0,0
CR #12,#12 Chantal Ridlon,#12,Chantal Ridlon,166,12,28,42.9,13.8,1,3,35,34.8,3,Hawks,2018,198,14,36,1,4,2,0.027777777777777776,39,0.1111111111111111,5.5,14.1,99,0.25,0.44444444444444464,0.625,0.5555555555555556,0,27.1,#12,Chantal Ridlon,5,1,5,5,0,3,5,3,0,0,1.7,2.5,5
CR #12,#12 Chantal Ridlon,#12,Chantal Ridlon,47,3,13,23.1,15.7,0,3,22,2.6,4,Hawks,2018,245,17,49,1,7,3,0.02040816326530612,35,0.14285714285714285,5,14.4,81.7,0.14285714285714285,0.23469387755102034,0.5,0.40816326530612246,0,19,#12,Chantal Ridlon,0,5,0,7,1,4,5,8,1,0.125,0.6,1.7,0
CR #12,#12 Chantal Ridlon,#12,Chantal Ridlon,74,9,22,40.9,8.2,0,3,17,10.6,6,Hawks,2018,319,26,71,1,10,4,0.014084507042253521,37,0.14084507042253522,4.492957746478873,12.3,79.8,0.09999999999999999,0.33098591549295797,0.37323943661971826,0.28169014084507044,0,16.4,#12,Chantal Ridlon,0,5,0,NA,0,6,5,13,1,0.07692307692307693,0.4,1.2,0
CR #12,#12 Chantal Ridlon,#12,Chantal Ridlon,16,1,5,20,16,0,0,16,40.4,8,Hawks,2018,335,27,76,1,10,5,0.013157894736842105,36,0.13157894736842105,4.407894736842105,12.4,67,0.1,0.27631578947368424,0.3519736842105263,0.2631578947368421,0,14.9,#12,Chantal Ridlon,3,4,0.8,9,0,8,8,17,1,0.058823529411764705,0.5,1.6,0.8
CR #12,#12 Chantal Ridlon,#12,Chantal Ridlon,19,4,13,30.8,4.8,0,2,12,0.6,9,Hawks,2018,354,31,89,1,12,6,0.011235955056179775,35,0.1348314606741573,3.9775280898876404,11.4,59,0.08333333333333333,0.24157303370786531,0.2443820224719101,0.22471910112359553,0,11.8,#12,Chantal Ridlon,0,2,0,4,0,9,8,19,1,0.05263157894736842,0.4,1.3,0
D #8,#8 DAngela  Ricks,#8,DAngela  Ricks,138,5,13,38.5,27.6,1,1,52,72,1,Impact,2018,138,5,13,1,1,1,0.07692307692307693,38,0.07692307692307693,10.615384615384615,27.6,138,1,0.42307692307692335,1.9038461538461537,1.5384615384615385,0.45192307692307687,72,#8,DAngela  Ricks,0,3,0,9,0,1,0,3,0,0,0,0,0
D #8,#8 DAngela  Ricks,#8,DAngela  Ricks,85,7,11,63.6,12.1,1,0,22,117.6,3,Impact,2018,223,12,24,2,1,2,0.08333333333333333,50,0.041666666666666664,9.291666666666666,18.6,111.5,2,1,1.5729166666666665,1.6666666666666665,1.3333333333333335,92.9,#8,DAngela  Ricks,19,3,6.3,15,0,3,19,6,0,0,3.2,9.5,6.3
D #8,#8 DAngela  Ricks,#8,DAngela  Ricks,25,2,8,25,12.5,0,0,22,40.1,4,Impact,2018,248,14,32,2,1,3,0.0625,44,0.03125,7.75,17.7,82.7,2,0.6875,1.1875,1.25,1.59375,78.6,#8,DAngela  Ricks,1,1,1,1,0,4,20,7,0,0,2.9,6.7,1
D #8,#8 DAngela  Ricks,#8,DAngela  Ricks,75,3,5,60,25,3,0,49,143.8,5,Impact,2018,323,17,37,5,1,4,0.13513513513513514,46,0.02702702702702703,8.72972972972973,19,80.8,5,0.7972972972972976,1.4324324324324325,2.375,1.6993243243243243,105.1,#8,DAngela  Ricks,0,4,0,NA,0,6,20,11,0,0,1.8,5,0
D #8,#8 DAngela  Ricks,#8,DAngela  Ricks,208,8,23,34.8,26,4,1,89,90.2,6,Impact,2018,531,25,60,9,2,5,0.15,42,0.03333333333333333,8.85,21.2,106.2,4.5,0.5833333333333336,1.4625,2.375,1.5416666666666665,99.4,#8,DAngela  Ricks,0,6,0,NA,0,7,20,17,0,0,1.2,4,0
D #8,#8 DAngela  Ricks,#8,DAngela  Ricks,102,6,19,31.6,17,2,0,35,85.9,7,Impact,2018,633,31,79,11,2,6,0.13924050632911392,39,0.02531645569620253,8.012658227848101,20.4,105.5,5.5,0.462025316455696,1.2531645569620253,2.375,1.7420886075949367,97.2,#8,DAngela  Ricks,1,1,1,NA,1,8,21,18,1,0.05555555555555555,1.2,3.5,1
D #8,#8 DAngela  Ricks,#8,DAngela  Ricks,59,3,6,50,19.7,1,0,29,124.3,8,Impact,2018,692,34,85,12,2,7,0.1411764705882353,40,0.023529411764705882,8.141176470588235,20.4,98.9,6,0.5,1.2852941176470587,2.375,1.7867647058823528,99.1,#8,DAngela  Ricks,0,2,0,NA,0,10,21,20,1,0.05,1.1,3,0
D #8,#8 DAngela  Ricks,#8,DAngela  Ricks,96,4,9,44.4,24,1,2,66,81,10,Impact,2018,788,38,94,13,4,8,0.13829787234042554,40,0.0425531914893617,8.382978723404255,20.7,98.5,3.25,0.5212765957446805,1.3457446808510638,2.375,1.3111702127659575,92.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM #4,#4 Ebony Montgomery,#4,Ebony Montgomery,8,1,1,0,8,0,0,8,100,5,Passion,2018,8,1,1,0,0,1,0,100,0,8,8,8,0,2.375,1.25,0,2.375,100,#4,Ebony Montgomery,0,2,0,NA,0,4,0,2,0,0,0,0,0
EM #4,#4 Ebony Montgomery,#4,Ebony Montgomery,451,21,25,84,21.5,7,0,75,158.3,6,Passion,2018,459,22,26,7,0,2,0.2692307692307692,85,0,17.653846153846153,20.9,229.5,0.2692307692307692,2.375,2.375,2.375,2.375,158.3,#4,Ebony Montgomery,34,4,8.5,29,2,5,34,6,2,0.3333333333333333,5.7,17,8.5
EM #4,#4 Ebony Montgomery,#4,Ebony Montgomery,311,20,30,66.7,15.6,3,0,85,134.2,7,Passion,2018,770,42,56,10,0,3,0.17857142857142858,75,0,13.75,18.3,256.7,0.17857142857142858,2.25,2.375,2.375,2.375,156.2,#4,Ebony Montgomery,29,7,4.1,NA,0,6,63,13,2,0.15384615384615385,4.8,21,4.1
EM #4,#4 Ebony Montgomery,#4,Ebony Montgomery,210,12,24,50,17.5,5,0,38,119.8,10,Passion,2018,980,54,80,15,0,4,0.1875,68,0,12.25,18.1,245,0.1875,1.875,2.3125,2.375,2.375,149,#4,Ebony Montgomery,30,5,6,19,1,7,93,18,3,0.16666666666666666,5.2,23.2,6
HL #18,#18 Hailey Lowery,#18,Hailey Lowery,56,6,18,33.3,9.3,1,0,24,61.3,1,Titans,2018,56,6,18,1,0,1,0.05555555555555555,33,0,3.111111111111111,9.3,56,0.05555555555555555,0.16666666666666644,0.02777777777777779,1.1111111111111112,2.375,61.3,#18,Hailey Lowery,0,5,0,2,0,1,0,5,0,0,0,0,0
HL #18,#18 Hailey Lowery,#18,Hailey Lowery,67,4,9,44.4,16.8,1,0,24,107.2,2,Titans,2018,123,10,27,2,0,2,0.07407407407407407,37,0,4.555555555555555,12.3,61.5,0.07407407407407407,0.3518518518518519,0.38888888888888884,1.4814814814814814,2.375,76.6,#18,Hailey Lowery,0,2,0,NA,0,10,0,7,0,0,0,0,0
HL #18,#18 Hailey Lowery,#18,Hailey Lowery,82,9,14,64.3,9.1,1,1,24,74.1,3,Titans,2018,205,19,41,3,1,3,0.07317073170731707,46,0.024390243902439025,5,10.8,68.3,2.9999999999999996,0.8170731707317075,0.5,1.4634146341463414,1.7652439024390243,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HL #18,#18 Hailey Lowery,#18,Hailey Lowery,28,2,3,66.7,14,1,0,15,136.1,4,Titans,2018,233,21,44,4,1,4,0.09090909090909091,48,0.022727272727272728,5.295454545454546,11.1,58.2,4,0.8863636363636364,0.5738636363636365,1.8181818181818183,1.8068181818181817,84.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HL #18,#18 Hailey Lowery,#18,Hailey Lowery,121,7,12,58.3,17.3,2,0,28,132.3,5,Titans,2018,354,28,56,6,1,5,0.10714285714285714,50,0.017857142857142856,6.321428571428571,12.6,70.8,6,1,0.8303571428571428,2.142857142857143,1.9285714285714286,98.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HL #18,#18 Hailey Lowery,#18,Hailey Lowery,17,3,5,60,5.7,0,0,10,66.2,7,Titans,2018,371,31,61,6,1,6,0.09836065573770492,51,0.01639344262295082,6.081967213114754,12,61.8,6,1.0409836065573772,0.7704918032786885,1.9672131147540985,1.9651639344262295,95.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HL #18,#18 Hailey Lowery,#18,Hailey Lowery,63,4,11,36.4,15.8,1,0,32,86.6,9,Titans,2018,434,35,72,7,1,7,0.09722222222222222,49,0.013888888888888888,6.027777777777778,12.4,62,7.000000000000001,0.9305555555555554,0.7569444444444444,1.9444444444444446,2.0277777777777777,94.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HL #18,#18 Hailey Lowery,#18,Hailey Lowery,106,4,6,66.7,26.5,2,1,70,109.7,10,Titans,2018,540,39,78,9,2,8,0.11538461538461539,50,0.02564102564102564,6.923076923076923,13.8,67.5,4.5,1,0.9807692307692308,2.307692307692308,1.733974358974359,100.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JC #7,#7 Jessica Childers,#7,Jessica Childers,20,1,2,50,20,0,0,NA,85.4,2,Fury,2018,20,1,2,0,0,1,0,50,0,10,20,20,0,1,1.75,0,2.375,85.4,#7,Jessica Childers,12,1,12,12,0,2,12,1,0,0,12,12,12
JC #7,#7 Jessica Childers,#7,Jessica Childers,47,4,47,8.5,11.8,2,0,30,53.8,3,Fury,2018,67,5,49,2,0,2,0.04081632653061224,10,0,1.3673469387755102,13.4,33.5,0.04081632653061224,0,0,0.8163265306122449,2.375,53.2,#7,Jessica Childers,56,7,8,19,3,3,68,8,3,0.375,8.5,34,8
JC #7,#7 Jessica Childers,#7,Jessica Childers,38,3,4,75,12.7,1,0,NA,143.8,4,Fury,2018,105,8,53,3,0,3,0.05660377358490566,15,0,1.9811320754716981,13.1,35,0.05660377358490566,0,0,1.1320754716981134,2.375,58.5,#7,Jessica Childers,20,4,5,NA,0,4,88,12,3,0.25,7.3,29.3,5
JC #7,#7 Jessica Childers,#7,Jessica Childers,127,6,11,54.5,21.2,1,0,31,125.9,5,Fury,2018,232,14,64,4,0,4,0.0625,22,0,3.625,16.6,58,0.0625,0,0.15625,1.25,2.375,63,#7,Jessica Childers,25,4,6.2,10,2,5,113,16,5,0.3125,7.1,28.2,6.2
JC #7,#7 Jessica Childers,#7,Jessica Childers,17,2,4,50,8.5,0,0,NA,61.5,6,Fury,2018,249,16,68,4,0,5,0.058823529411764705,24,0,3.661764705882353,15.6,49.8,0.058823529411764705,0,0.1654411764705882,1.1764705882352942,2.375,61.9,#7,Jessica Childers,0,4,0,NA,1,6,113,20,6,0.3,5.7,22.6,0
JC #7,#7 Jessica Childers,#7,Jessica Childers,8,1,2,50,8,0,0,NA,60.4,7,Fury,2018,257,17,70,4,0,6,0.05714285714285714,24,0,3.6714285714285713,15.1,42.8,0.05714285714285714,0,0.16785714285714282,1.142857142857143,2.375,61.4,#7,Jessica Childers,0,2,0,NA,0,7,113,22,6,0.2727272727272727,5.1,18.8,0
JC #7,#7 Jessica Childers,#7,Jessica Childers,78,5,17,29.4,15.6,0,0,29,46.2,9,Fury,2018,335,22,87,4,0,7,0.04597701149425287,25,0,3.8505747126436782,15.2,47.9,0.04597701149425287,0,0.21264367816091956,0.9195402298850575,2.375,58.5,#7,Jessica Childers,2,2,1,2,0,9,115,24,6,0.25,4.8,16.4,1
JC #7,#7 Jessica Childers,#7,Jessica Childers,9,1,1,0,9,0,0,9,104.2,10,Fury,2018,344,23,88,4,0,8,0.045454545454545456,26,0,3.909090909090909,15,43,0.045454545454545456,0,0.2272727272727273,0.9090909090909092,2.375,58.5,#7,Jessica Childers,8,2,4,4,0,10,123,26,6,0.23076923076923078,4.7,15.4,4
KP #35,#35 Kaitlynn Perch,#35,Kaitlynn Perch,0,4,98,4.1,0,0,0,NA,39.6,7,Outlaws,2018,0,4,98,0,0,1,0,4,0,0,0,0,0,0,0,0,2.375,39.6,#35,Kaitlynn Perch,11,5,2.2,34,0,3,11,5,0,0,2.2,11,2.2
KM #30,#30 Karen Mulligan,#30,Karen Mulligan,302,14,29,48.3,21.6,5,0,NA,125.3,1,Sharks,2018,302,14,29,5,0,1,0.1724137931034483,48,0,10.413793103448276,21.6,302,0.1724137931034483,0.9137931034482758,1.853448275862069,2.375,2.375,125.3,#30,Karen Mulligan,2,1,2,NA,0,7,2,1,0,0,2,2,2
KM #30,#30 Karen Mulligan,#30,Karen Mulligan,251,19,35,54.3,13.2,3,1,NA,93.9,2,Sharks,2018,553,33,64,8,1,2,0.125,52,0.015625,8.640625,16.8,276.5,8,1.078125,1.41015625,2.375,1.984375,114.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM #30,#30 Karen Mulligan,#30,Karen Mulligan,342,14,25,56,24.4,4,0,NA,140.4,4,Sharks,2018,895,47,89,12,1,3,0.1348314606741573,53,0.011235955056179775,10.0561797752809,19,298.3,12,1.140449438202247,1.7640449438202248,2.375,2.0941011235955056,122.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM #30,#30 Karen Mulligan,#30,Karen Mulligan,226,10,20,50,22.6,4,0,NA,130.4,5,Sharks,2018,1121,57,109,16,1,4,0.14678899082568808,52,0.009174311926605505,10.284403669724771,19.7,280.2,16,1.1146788990825687,1.8211009174311927,2.375,2.145642201834862,124.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM #30,#30 Karen Mulligan,#30,Karen Mulligan,202,10,21,47.6,20.2,0,2,NA,42.3,6,Sharks,2018,1323,67,130,16,3,5,0.12307692307692308,52,0.023076923076923078,10.176923076923076,19.7,264.6,5.333333333333333,1.0769230769230766,1.794230769230769,2.375,1.798076923076923,117.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM #30,#30 Karen Mulligan,#30,Karen Mulligan,206,10,18,55.6,20.6,2,1,NA,110,7,Sharks,2018,1529,77,148,18,4,6,0.12162162162162163,52,0.02702702702702703,10.33108108108108,19.9,254.8,4.5,1.1013513513513515,1.8327702702702702,2.375,1.6993243243243243,116.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM #30,#30 Karen Mulligan,#30,Karen Mulligan,346,15,28,53.6,23.1,7,1,NA,122.9,9,Sharks,2018,1875,92,176,25,5,7,0.14204545454545456,52,0.028409090909090908,10.653409090909092,20.4,267.9,5.000000000000001,1.1136363636363638,1.913352272727273,2.375,1.6647727272727273,117.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM #30,#30 Karen Mulligan,#30,Karen Mulligan,209,10,23,43.5,20.9,1,1,NA,72.6,10,Sharks,2018,2084,102,199,26,6,8,0.1306532663316583,51,0.03015075376884422,10.472361809045227,20.4,260.5,4.333333333333334,1.0628140703517588,1.8680904522613067,2.375,1.6212311557788945,115.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KG #15,#15 Katrina Guerra,#15,Katrina Guerra,49,4,20,20,12.2,0,1,30,18.8,1,Trauma,2018,49,4,20,0,1,1,0,20,0.05,2.45,12.2,49,0,0,0,0,1.125,18.8,#15,Katrina Guerra,11,2,5.5,7,0,3,11,2,0,0,5.5,11,5.5
KG #15,#15 Katrina Guerra,#15,Katrina Guerra,52,7,22,31.8,7.4,0,3,17,1.5,2,Trauma,2018,101,11,42,0,4,2,0,26,0.09523809523809523,2.4047619047619047,9.2,50.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KG #15,#15 Katrina Guerra,#15,Katrina Guerra,46,2,21,9.5,23,1,0,34,55.5,3,Trauma,2018,147,13,63,1,4,3,0.015873015873015872,21,0.06349206349206349,2.3333333333333335,11.3,49,0.25,0,0,0.31746031746031744,0.7876984126984128,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KG #15,#15 Katrina Guerra,#15,Katrina Guerra,97,6,25,24,16.2,2,2,26,36.6,4,Trauma,2018,244,19,88,3,6,4,0.03409090909090909,22,0.06818181818181818,2.772727272727273,12.8,61,0.5,0,0,0.6818181818181818,0.6704545454545456,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KG #15,#15 Katrina Guerra,#15,Katrina Guerra,46,4,20,20,11.5,1,5,24,16.7,6,Trauma,2018,290,23,108,4,11,5,0.037037037037037035,21,0.10185185185185185,2.685185185185185,12.6,58,0.36363636363636365,0,0,0.7407407407407407,0,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KG #15,#15 Katrina Guerra,#15,Katrina Guerra,29,3,8,37.5,9.7,0,0,16,48.4,8,Trauma,2018,319,26,116,4,11,6,0.034482758620689655,22,0.09482758620689655,2.75,12.3,53.2,0.36363636363636365,0,0,0.6896551724137931,0.004310344827586299,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KH #12,#12 Kiersten Hansen,#12,Kiersten Hansen,154,11,18,61.1,14,4,0,NA,128.2,1,Vixen,2018,154,11,18,4,0,1,0.2222222222222222,61,0,8.555555555555555,14,154,0.2222222222222222,1.5555555555555558,1.3888888888888888,2.375,2.375,128.2,#12,Kiersten Hansen,20,2,10,16,0,1,20,2,0,0,10,20,10
KH #12,#12 Kiersten Hansen,#12,Kiersten Hansen,145,7,17,41.2,20.7,1,0,NA,91.5,2,Vixen,2018,299,18,35,5,0,2,0.14285714285714285,51,0,8.542857142857143,16.6,149.5,0.14285714285714285,1.0714285714285712,1.3857142857142857,2.375,2.375,120.1,#12,Kiersten Hansen,14,3,4.7,NA,2,2,34,5,2,0.4,6.8,17,4.7
KH #12,#12 Kiersten Hansen,#12,Kiersten Hansen,109,8,23,34.8,13.6,2,1,24,61.7,3,Vixen,2018,408,26,58,7,1,3,0.1206896551724138,45,0.017241379310344827,7.0344827586206895,15.7,136,7,0.7413793103448278,1.0086206896551724,2.375,1.9439655172413794,101.1,#12,Kiersten Hansen,11,5,2.2,10,0,3,45,10,2,0.2,4.5,15,2.2
KH #12,#12 Kiersten Hansen,#12,Kiersten Hansen,152,11,16,68.8,13.8,2,0,64,138.5,4,Vixen,2018,560,37,74,9,1,4,0.12162162162162163,50,0.013513513513513514,7.5675675675675675,15.1,140,9,1,1.1418918918918919,2.375,2.0371621621621623,109.2,#12,Kiersten Hansen,16,7,2.3,9,1,4,61,17,3,0.17647058823529413,3.6,15.2,2.3
KH #12,#12 Kiersten Hansen,#12,Kiersten Hansen,158,7,11,63.6,22.6,3,0,47,146.8,5,Vixen,2018,718,44,85,12,1,5,0.1411764705882353,52,0.011764705882352941,8.447058823529412,16.3,143.6,12,1.0882352941176474,1.361764705882353,2.375,2.0808823529411766,115.1,#12,Kiersten Hansen,26,3,8.7,12,0,9,87,20,3,0.15,4.3,17.4,8.7
KH #12,#12 Kiersten Hansen,#12,Kiersten Hansen,163,7,8,87.5,23.3,2,0,58,158.3,9,Vixen,2018,881,51,93,14,1,6,0.15053763440860216,55,0.010752688172043012,9.473118279569892,17.3,146.8,14,1.2419354838709677,1.618279569892473,2.375,2.1061827956989245,122.4,#12,Kiersten Hansen,21,10,2.1,9,0,10,108,30,3,0.1,3.6,18,2.1
KH #12,#12 Kiersten Hansen,#12,Kiersten Hansen,98,9,30,30,10.9,1,1,44,37.9,10,Vixen,2018,979,60,123,15,2,7,0.12195121951219512,49,0.016260162601626018,7.959349593495935,16.3,139.9,7.499999999999999,0.9390243902439025,1.2398373983739837,2.375,1.9684959349593496,108.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM #47,#47 Knengi Martin,#47,Knengi Martin,131,4,16,25,32.8,2,1,53,74.7,1,Rebellion,2018,131,4,16,2,1,1,0.125,25,0.0625,8.1875,32.8,131,2,0,1.296875,2.375,0.8125,74.7,#47,Knengi Martin,43,9,4.8,11,0,1,43,9,0,0,4.8,43,4.8
KM #47,#47 Knengi Martin,#47,Knengi Martin,37,6,12,50,6.2,1,0,10,84.4,2,Rebellion,2018,168,10,28,3,1,2,0.10714285714285714,36,0.03571428571428571,6,16.8,84,3,0.28571428571428575,0.75,2.142857142857143,1.4821428571428572,77.7,#47,Knengi Martin,24,4,6,10,1,2,67,13,1,0.07692307692307693,5.2,33.5,6
KM #47,#47 Knengi Martin,#47,Knengi Martin,94,5,15,33.3,18.8,1,0,78,78.2,4,Rebellion,2018,262,15,43,4,1,3,0.09302325581395349,35,0.023255813953488372,6.093023255813954,17.5,87.3,4,0.2441860465116278,0.7732558139534884,1.86046511627907,1.7936046511627906,77.9,#47,Knengi Martin,22,9,2.4,7,0,4,89,22,1,0.045454545454545456,4,29.7,2.4
KM #47,#47 Knengi Martin,#47,Knengi Martin,85,5,27,18.5,17,1,1,28,37.1,6,Rebellion,2018,347,20,70,5,2,4,0.07142857142857142,29,0.02857142857142857,4.957142857142857,17.4,86.8,2.5,0,0.4892857142857143,1.4285714285714286,1.6607142857142856,59.6,#47,Knengi Martin,103,15,6.9,29,2,6,192,37,3,0.08108108108108109,5.2,48,6.9
KM #47,#47 Knengi Martin,#47,Knengi Martin,91,9,32,28.1,10.1,0,4,33,0,7,Rebellion,2018,438,29,102,5,6,5,0.049019607843137254,28,0.058823529411764705,4.294117647058823,15.1,87.6,0.8333333333333334,0,0.32352941176470584,0.9803921568627452,0.9044117647058825,36.8,#47,Knengi Martin,14,7,2,12,0,7,206,44,3,0.06818181818181818,4.7,41.2,2
KM #47,#47 Knengi Martin,#47,Knengi Martin,79,4,9,44.4,19.8,2,0,42,115.3,9,Rebellion,2018,517,33,111,7,6,6,0.06306306306306306,30,0.05405405405405406,4.657657657657658,15.7,86.2,1.1666666666666665,0,0.4144144144144144,1.2612612612612613,1.0236486486486487,45,#47,Knengi Martin,42,5,8.4,17,2,9,248,49,5,0.10204081632653061,5.1,41.3,8.4
KM #47,#47 Knengi Martin,#47,Knengi Martin,152,11,16,68.8,13.8,4,0,30,138.5,10,Rebellion,2018,669,44,127,11,6,7,0.08661417322834646,35,0.047244094488188976,5.267716535433071,15.2,95.6,1.8333333333333333,0.23228346456692928,0.5669291338582678,1.7322834645669294,1.1938976377952757,62.1,#47,Knengi Martin,67,5,13.4,31,0,10,315,54,5,0.09259259259259259,5.8,45,13.4
LB #9,#9 LaToya Bankhead-Sims,#9,LaToya Bankhead-Sims,67,5,7,71.4,13.4,1,0,25,141.1,1,Wildcats,2018,67,5,7,1,0,1,0.14285714285714285,71,0,9.571428571428571,13.4,67,0.14285714285714285,2.0714285714285716,1.6428571428571428,2.375,2.375,141.1,#9,LaToya Bankhead-Sims,27,6,4.5,14,1,1,27,6,1,0.16666666666666666,4.5,27,4.5
LB #9,#9 LaToya Bankhead-Sims,#9,LaToya Bankhead-Sims,59,4,5,80,14.8,1,0,28,155.4,2,Wildcats,2018,126,9,12,2,0,2,0.16666666666666666,75,0,10.5,14,63,0.16666666666666666,2.25,1.875,2.375,2.375,147.9,#9,LaToya Bankhead-Sims,0,5,0,12,1,2,27,11,2,0.18181818181818182,2.5,13.5,0
LB #9,#9 LaToya Bankhead-Sims,#9,LaToya Bankhead-Sims,97,3,7,42.9,32.3,2,2,52,89.9,4,Wildcats,2018,223,12,19,4,2,3,0.21052631578947367,63,0.10526315789473684,11.736842105263158,18.6,74.3,2,1.6578947368421053,2.1842105263157894,2.375,0,103.6,#9,LaToya Bankhead-Sims,41,1,41,41,1,4,68,12,3,0.25,5.7,22.7,41
