plyr.lbl,player,no..rush,name.rush,rush_yards,carries,avg.rush,long.rush,rush_td,week.rush,team,season,rush_yards_cum,carries_cum,rush_td_cum,game,rush_td_rate_cum,rush_avg_cum,rush_yards_cum_game,rush_yards_car,no..rec,name.rec,rec_yards,rec,long.rec,avg.rec,rec_td,week.rec,rec_yards_cum,rec_cum,rec_td_cum,rec_td_rate_cum,rec_avg_cum,rec_yards_cum_game,rec_yards_rec
RA #1,#1 Ronnise Armstrong,#1,Ronnise Armstrong,67,5,13.4,32,2,2,Rebellion,2018,109,21,3,2,0.14285714285714285,5.2,54.5,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA #1,#1 Ronnise Armstrong,#1,Ronnise Armstrong,12,7,1.7,7,0,4,Rebellion,2018,121,28,3,3,0.10714285714285714,4.3,40.3,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA #1,#1 Ronnise Armstrong,#1,Ronnise Armstrong,43,12,3.6,25,0,6,Rebellion,2018,164,40,3,4,0.075,4.1,41,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA #1,#1 Ronnise Armstrong,#1,Ronnise Armstrong,4,5,0.8,2,0,7,Rebellion,2018,168,45,3,5,0.06666666666666667,3.7,33.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA #1,#1 Ronnise Armstrong,#1,Ronnise Armstrong,68,13,5.2,14,2,9,Rebellion,2018,236,58,5,6,0.08620689655172414,4.1,39.3,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA #1,#1 Ronnise Armstrong,#1,Ronnise Armstrong,84,10,8.4,30,0,10,Rebellion,2018,320,68,5,7,0.07352941176470588,4.7,45.7,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA #35,#35 Ruby Albright,#35,Ruby Albright,82,8,10.2,NA,2,1,MH Blaze,2018,82,8,2,1,0.25,10.2,82,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA #35,#35 Ruby Albright,#35,Ruby Albright,79,13,6.1,NA,0,2,MH Blaze,2018,161,21,2,2,0.09523809523809523,7.7,80.5,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA #35,#35 Ruby Albright,#35,Ruby Albright,64,7,9.1,NA,0,3,MH Blaze,2018,225,28,2,3,0.07142857142857142,8,75,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA #35,#35 Ruby Albright,#35,Ruby Albright,32,6,5.3,NA,0,4,MH Blaze,2018,257,34,2,4,0.058823529411764705,7.6,64.2,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA #35,#35 Ruby Albright,#35,Ruby Albright,0,17,0,NA,0,5,MH Blaze,2018,257,51,2,5,0.0392156862745098,5,51.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA #35,#35 Ruby Albright,#35,Ruby Albright,66,6,11,NA,1,7,MH Blaze,2018,323,57,3,6,0.05263157894736842,5.7,53.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SM #5,#5 Sarah Montjoy,#5,Sarah Montjoy,16,3,5.3,8,0,1,Trauma,2018,16,3,0,1,0,5.3,16,5.3,#5,Sarah Montjoy,0,1,NA,0,0,2,0,1,0,0,0,0,0
SM #5,#5 Sarah Montjoy,#5,Sarah Montjoy,1,3,0.3,1,0,2,Trauma,2018,17,6,0,2,0,2.8,8.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SM #5,#5 Sarah Montjoy,#5,Sarah Montjoy,27,8,3.4,15,0,3,Trauma,2018,44,14,0,3,0,3.1,14.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SM #5,#5 Sarah Montjoy,#5,Sarah Montjoy,1,10,0.1,6,0,4,Trauma,2018,45,24,0,4,0,1.9,11.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SM #5,#5 Sarah Montjoy,#5,Sarah Montjoy,35,4,8.8,13,0,6,Trauma,2018,80,28,0,5,0,2.9,16,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SM #5,#5 Sarah Montjoy,#5,Sarah Montjoy,31,12,2.6,9,0,8,Trauma,2018,111,40,0,6,0,2.8,18.5,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SB #34,#34 Sasha Bernard,#34,Sasha Bernard,7,6,1.2,NA,0,2,Fury,2018,7,6,0,1,0,1.2,7,1.2,#34,Sasha Bernard,4,1,4,4,0,2,4,1,0,0,4,4,4
SB #34,#34 Sasha Bernard,#34,Sasha Bernard,66,6,11,19,0,3,Fury,2018,73,12,0,2,0,6.1,36.5,11,#34,Sasha Bernard,3,1,3,3,0,3,7,2,0,0,3.5,3.5,3
SB #34,#34 Sasha Bernard,#34,Sasha Bernard,50,7,7.1,NA,0,4,Fury,2018,123,19,0,3,0,6.5,41,7.1,#34,Sasha Bernard,26,2,NA,13,1,5,33,4,1,0.25,8.2,11,13
SB #34,#34 Sasha Bernard,#34,Sasha Bernard,87,5,17.4,NA,1,5,Fury,2018,210,24,1,4,0.041666666666666664,8.8,52.5,17.4,#34,Sasha Bernard,17,2,NA,8.5,0,6,50,6,1,0.16666666666666666,8.3,12.5,8.5
SB #34,#34 Sasha Bernard,#34,Sasha Bernard,12,3,4,NA,0,6,Fury,2018,222,27,1,5,0.037037037037037035,8.2,44.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SB #34,#34 Sasha Bernard,#34,Sasha Bernard,4,4,1,NA,0,9,Fury,2018,226,31,1,6,0.03225806451612903,7.3,37.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SB #34,#34 Sasha Bernard,#34,Sasha Bernard,20,5,4,14,0,10,Fury,2018,246,36,1,7,0.027777777777777776,6.8,35.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SB #1,#1 Satoria Bell,#1,Satoria Bell,6,2,3,NA,0,1,Phantomz,2018,6,2,0,1,0,3,6,3,#1,Satoria Bell,34,3,NA,11.3,2,1,34,3,2,0.6666666666666666,11.3,34,11.3
SB #1,#1 Satoria Bell,#1,Satoria Bell,6,5,1.2,NA,0,2,Phantomz,2018,12,7,0,2,0,1.7,6,1.2,#1,Satoria Bell,52,1,NA,52,0,3,86,4,2,0.5,21.5,43,52
SB #1,#1 Satoria Bell,#1,Satoria Bell,63,11,5.7,NA,0,3,Phantomz,2018,75,18,0,3,0,4.2,25,5.7,#1,Satoria Bell,186,9,NA,20.7,1,7,272,13,3,0.23076923076923078,20.9,90.7,20.7
SB #1,#1 Satoria Bell,#1,Satoria Bell,65,4,16.2,NA,3,6,Phantomz,2018,205,23,4,5,0.17391304347826086,8.9,41,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SB #1,#1 Satoria Bell,#1,Satoria Bell,13,5,2.6,NA,0,7,Phantomz,2018,218,28,4,6,0.14285714285714285,7.8,36.3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SC #24,#24 Shadana Chancellor-Hurd,#24,Shadana Chancellor-Hurd,89,10,8.9,19,0,1,Outlaws,2018,89,10,0,1,0,8.9,89,8.9,#24,Shadana Chancellor-Hurd,17,1,17,17,0,1,17,1,0,0,17,17,17
SC #24,#24 Shadana Chancellor-Hurd,#24,Shadana Chancellor-Hurd,182,8,22.8,41,4,2,Outlaws,2018,271,18,4,2,0.2222222222222222,15.1,135.5,22.8,#24,Shadana Chancellor-Hurd,3,1,3,3,0,2,20,2,0,0,10,10,3
SC #24,#24 Shadana Chancellor-Hurd,#24,Shadana Chancellor-Hurd,166,12,13.8,34,0,3,Outlaws,2018,437,30,4,3,0.13333333333333333,14.6,145.7,13.8,#24,Shadana Chancellor-Hurd,28,1,28,28,0,3,48,3,0,0,16,16,28
SC #24,#24 Shadana Chancellor-Hurd,#24,Shadana Chancellor-Hurd,173,5,34.6,91,1,4,Outlaws,2018,610,35,5,4,0.14285714285714285,17.4,152.5,34.6,#24,Shadana Chancellor-Hurd,32,1,32,32,0,4,80,4,0,0,20,20,32
SG #2,#2 Shakendra Gabriel,#2,Shakendra Gabriel,86,13,6.6,27,4,1,Impact,2018,86,13,4,1,0.3076923076923077,6.6,86,6.6,#2,Shakendra Gabriel,22,3,14,7.3,0,3,22,3,0,0,7.3,22,7.3
SG #2,#2 Shakendra Gabriel,#2,Shakendra Gabriel,109,9,12.1,42,1,3,Impact,2018,195,22,5,2,0.22727272727272727,8.9,97.5,12.1,#2,Shakendra Gabriel,4,1,NA,4,0,7,26,4,0,0,6.5,13,4
SG #2,#2 Shakendra Gabriel,#2,Shakendra Gabriel,135,17,7.9,28,2,7,Impact,2018,330,39,7,3,0.1794871794871795,8.5,110,7.9,#2,Shakendra Gabriel,9,1,NA,9,0,8,35,5,0,0,7,11.7,9
SG #2,#2 Shakendra Gabriel,#2,Shakendra Gabriel,109,6,18.2,58,2,8,Impact,2018,439,45,9,4,0.2,9.8,109.8,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SG #2,#2 Shakendra Gabriel,#2,Shakendra Gabriel,132,15,8.8,72,2,10,Impact,2018,571,60,11,5,0.18333333333333332,9.5,114.2,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW #4,#4 Shanice Wheeler,#4,Shanice Wheeler,109,19,5.7,25,1,1,AT Phoenix,2018,109,19,1,1,0.05263157894736842,5.7,109,5.7,#4,Shanice Wheeler,18,4,10,4.5,0,1,18,4,0,0,4.5,18,4.5
SW #4,#4 Shanice Wheeler,#4,Shanice Wheeler,136,17,8,19,0,2,AT Phoenix,2018,245,36,1,2,0.027777777777777776,6.8,122.5,8,#4,Shanice Wheeler,5,1,5,5,0,2,23,5,0,0,4.6,11.5,5
SW #4,#4 Shanice Wheeler,#4,Shanice Wheeler,48,6,8,37,0,3,AT Phoenix,2018,293,42,1,3,0.023809523809523808,7,97.7,8,#4,Shanice Wheeler,0,1,NA,0,0,3,23,6,0,0,3.8,7.7,0
SW #4,#4 Shanice Wheeler,#4,Shanice Wheeler,84,10,8.4,25,1,6,AT Phoenix,2018,377,52,2,4,0.038461538461538464,7.2,94.2,8.4,#4,Shanice Wheeler,9,1,9,9,0,6,32,7,0,0,4.6,8,9
SW #4,#4 Shanice Wheeler,#4,Shanice Wheeler,47,5,9.4,15,0,7,AT Phoenix,2018,424,57,2,5,0.03508771929824561,7.4,84.8,9.4,#4,Shanice Wheeler,6,1,6,6,0,7,38,8,0,0,4.8,7.6,6
SW #4,#4 Shanice Wheeler,#4,Shanice Wheeler,12,4,3,5,0,9,AT Phoenix,2018,436,61,2,6,0.03278688524590164,7.1,72.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SC #3,#3 Shantia Creech,#3,Shantia Creech,30,7,4.3,NA,0,1,Phantomz,2018,30,7,0,1,0,4.3,30,4.3,#3,Shantia Creech,13,2,NA,6.5,0,6,13,2,0,0,6.5,13,6.5
SC #3,#3 Shantia Creech,#3,Shantia Creech,115,18,6.4,NA,0,2,Phantomz,2018,145,25,0,2,0,5.8,72.5,6.4,#3,Shantia Creech,5,1,NA,5,0,7,18,3,0,0,6,9,5
SC #3,#3 Shantia Creech,#3,Shantia Creech,9,2,4.5,NA,0,3,Phantomz,2018,154,27,0,3,0,5.7,51.3,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SC #3,#3 Shantia Creech,#3,Shantia Creech,71,11,6.5,NA,1,6,Phantomz,2018,225,38,1,4,0.02631578947368421,5.9,56.2,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SC #3,#3 Shantia Creech,#3,Shantia Creech,41,6,6.8,NA,1,7,Phantomz,2018,266,44,2,5,0.045454545454545456,6,53.2,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF #36,#36 Shaysha Fitzgerald,#36,Shaysha Fitzgerald,281,37,7.6,45,3,1,Nighthawks,2018,281,37,3,1,0.08108108108108109,7.6,281,7.6,#36,Shaysha Fitzgerald,2,1,2,2,0,9,2,1,0,0,2,2,2
SF #36,#36 Shaysha Fitzgerald,#36,Shaysha Fitzgerald,120,9,13.3,50,3,2,Nighthawks,2018,401,46,6,2,0.13043478260869565,8.7,200.5,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF #36,#36 Shaysha Fitzgerald,#36,Shaysha Fitzgerald,153,8,19.1,70,2,3,Nighthawks,2018,554,54,8,3,0.14814814814814814,10.3,184.7,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF #36,#36 Shaysha Fitzgerald,#36,Shaysha Fitzgerald,324,30,10.8,60,1,4,Nighthawks,2018,878,84,9,4,0.10714285714285714,10.5,219.5,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF #36,#36 Shaysha Fitzgerald,#36,Shaysha Fitzgerald,90,22,4.1,11,0,6,Nighthawks,2018,968,106,9,5,0.08490566037735849,9.1,193.6,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF #36,#36 Shaysha Fitzgerald,#36,Shaysha Fitzgerald,42,19,2.2,11,0,9,Nighthawks,2018,1010,125,9,6,0.072,8.1,168.3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S #8,#8 Shelly  Freeman,#8,Shelly  Freeman,41,7,5.9,13,0,2,Divas,2018,41,7,0,1,0,5.9,41,5.9,#8,Shelly  Freeman,11,1,11,11,0,8,11,1,0,0,11,11,11
S #8,#8 Shelly  Freeman,#8,Shelly  Freeman,56,8,7,17,2,3,Divas,2018,97,15,2,2,0.13333333333333333,6.5,48.5,7,#8,Shelly  Freeman,4,1,4,4,0,10,15,2,0,0,7.5,7.5,4
S #8,#8 Shelly  Freeman,#8,Shelly  Freeman,16,4,4,11,0,4,Divas,2018,113,19,2,3,0.10526315789473684,5.9,37.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S #8,#8 Shelly  Freeman,#8,Shelly  Freeman,59,7,8.4,26,2,6,Divas,2018,172,26,4,4,0.15384615384615385,6.6,43,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S #8,#8 Shelly  Freeman,#8,Shelly  Freeman,11,4,2.8,8,0,7,Divas,2018,183,30,4,5,0.13333333333333333,6.1,36.6,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S #8,#8 Shelly  Freeman,#8,Shelly  Freeman,29,8,3.6,9,0,8,Divas,2018,212,38,4,6,0.10526315789473684,5.6,35.3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S #8,#8 Shelly  Freeman,#8,Shelly  Freeman,57,8,7.1,15,2,10,Divas,2018,269,46,6,7,0.13043478260869565,5.8,38.4,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF #2,#2 Shermanda Fambro,#2,Shermanda Fambro,17,5,3.4,9,0,2,Black Widows,2018,17,5,0,1,0,3.4,17,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF #2,#2 Shermanda Fambro,#2,Shermanda Fambro,66,7,9.4,57,1,6,Black Widows,2018,83,12,1,2,0.08333333333333333,6.9,41.5,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF #2,#2 Shermanda Fambro,#2,Shermanda Fambro,92,6,15.3,70,2,8,Black Widows,2018,175,18,3,3,0.16666666666666666,9.7,58.3,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF #2,#2 Shermanda Fambro,#2,Shermanda Fambro,7,6,1.2,3,0,9,Black Widows,2018,182,24,3,4,0.125,7.6,45.5,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF #2,#2 Shermanda Fambro,#2,Shermanda Fambro,1,2,0.5,3,0,10,Black Widows,2018,183,26,3,5,0.11538461538461539,7,36.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S #7,#7 Stacey  Shipmon,#7,Stacey  Shipmon,41,11,3.7,12,0,2,Blitz,2018,41,11,0,1,0,3.7,41,3.7,#7,Stacey  Shipmon,1,1,1,1,0,2,1,1,0,0,1,1,1
S #7,#7 Stacey  Shipmon,#7,Stacey  Shipmon,65,15,4.3,11,1,4,Blitz,2018,106,26,1,2,0.038461538461538464,4.1,53,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S #7,#7 Stacey  Shipmon,#7,Stacey  Shipmon,72,14,5.1,15,1,5,Blitz,2018,178,40,2,3,0.05,4.5,59.3,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S #7,#7 Stacey  Shipmon,#7,Stacey  Shipmon,106,18,5.9,23,0,6,Blitz,2018,284,58,2,4,0.034482758620689655,4.9,71,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S #7,#7 Stacey  Shipmon,#7,Stacey  Shipmon,123,15,8.2,20,0,10,Blitz,2018,407,73,2,5,0.0273972602739726,5.6,81.4,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SR #1,#1 Sydney Reardon,#1,Sydney Reardon,1,12,0.1,14,0,7,Fusion,2018,1,13,0,2,0,0.1,0.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SR #1,#1 Sydney Reardon,#1,Sydney Reardon,0,5,0,6,0,8,Fusion,2018,1,18,0,3,0,0.1,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SR #1,#1 Sydney Reardon,#1,Sydney Reardon,14,9,1.6,14,0,9,Fusion,2018,15,27,0,4,0,0.6,3.8,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SR #1,#1 Sydney Reardon,#1,Sydney Reardon,10,7,1.4,6,0,10,Fusion,2018,25,34,0,5,0,0.7,5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TF #5,#5 Tamar Fennell,#5,Tamar Fennell,85,6,14.2,52,1,1,Sizzle,2018,85,6,1,1,0.16666666666666666,14.2,85,14.2,#5,Tamar Fennell,5,1,5,5,0,3,5,1,0,0,5,5,5
TF #5,#5 Tamar Fennell,#5,Tamar Fennell,72,11,6.5,40,2,3,Sizzle,2018,157,17,3,2,0.17647058823529413,9.2,78.5,6.5,#5,Tamar Fennell,14,2,15,7,0,4,19,3,0,0,6.3,9.5,7
TF #5,#5 Tamar Fennell,#5,Tamar Fennell,183,9,20.3,51,2,4,Sizzle,2018,340,26,5,3,0.19230769230769232,13.1,113.3,20.3,#5,Tamar Fennell,116,2,76,58,1,5,135,5,1,0.2,27,45,58
TF #5,#5 Tamar Fennell,#5,Tamar Fennell,28,7,4,18,1,5,Sizzle,2018,368,33,6,4,0.18181818181818182,11.2,92,4,#5,Tamar Fennell,4,1,4,4,0,8,139,6,1,0.16666666666666666,23.2,34.8,4
TF #5,#5 Tamar Fennell,#5,Tamar Fennell,7,2,3.5,6,0,8,Sizzle,2018,375,35,6,5,0.17142857142857143,10.7,75,3.5,#5,Tamar Fennell,0,3,7,0,0,10,139,9,1,0.1111111111111111,15.4,27.8,0
TF #5,#5 Tamar Fennell,#5,Tamar Fennell,61,8,7.6,41,0,10,Sizzle,2018,436,43,6,6,0.13953488372093023,10.1,72.7,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC #25,#25 Tara Catone,#25,Tara Catone,94,23,4.1,26,0,3,Passion,2018,94,23,0,1,0,4.1,94,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC #25,#25 Tara Catone,#25,Tara Catone,33,6,5.5,13,0,4,Passion,2018,127,29,0,2,0,4.4,63.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TP #83,#83 Tatyhana Pauling,#83,Tatyhana Pauling,107,8,13.4,34,2,1,Dark Angels,2018,107,8,2,1,0.25,13.4,107,13.4,#83,Tatyhana Pauling,106,3,56,35.3,2,1,106,3,2,0.6666666666666666,35.3,106,35.3
TP #83,#83 Tatyhana Pauling,#83,Tatyhana Pauling,244,9,27.1,60,2,2,Dark Angels,2018,351,17,4,2,0.23529411764705882,20.6,175.5,27.1,#83,Tatyhana Pauling,5,1,5,5,1,2,111,4,3,0.75,27.8,55.5,5
TP #83,#83 Tatyhana Pauling,#83,Tatyhana Pauling,79,13,6.1,18,0,4,Dark Angels,2018,430,30,4,3,0.13333333333333333,14.3,143.3,6.1,#83,Tatyhana Pauling,91,3,55,30.3,1,4,202,7,4,0.5714285714285714,28.9,67.3,30.3
TP #83,#83 Tatyhana Pauling,#83,Tatyhana Pauling,125,20,6.2,35,0,5,Dark Angels,2018,555,50,4,4,0.08,11.1,138.8,6.2,#83,Tatyhana Pauling,23,1,23,23,0,7,225,8,4,0.5,28.1,56.2,23
TP #83,#83 Tatyhana Pauling,#83,Tatyhana Pauling,87,4,21.8,38,1,6,Dark Angels,2018,642,54,5,5,0.09259259259259259,11.9,128.4,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TP #83,#83 Tatyhana Pauling,#83,Tatyhana Pauling,45,6,7.5,13,0,7,Dark Angels,2018,687,60,5,6,0.08333333333333333,11.4,114.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB #17,#17 Teneicia Barnes,#17,Teneicia Barnes,0,4,0,4,0,1,Comets,2018,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB #17,#17 Teneicia Barnes,#17,Teneicia Barnes,60,15,4,13,1,2,Comets,2018,60,19,1,2,0.05263157894736842,3.2,30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB #17,#17 Teneicia Barnes,#17,Teneicia Barnes,2,2,1,4,0,3,Comets,2018,62,21,1,3,0.047619047619047616,3,20.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB #17,#17 Teneicia Barnes,#17,Teneicia Barnes,15,6,2.5,5,1,5,Comets,2018,77,27,2,4,0.07407407407407407,2.9,19.2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB #17,#17 Teneicia Barnes,#17,Teneicia Barnes,115,10,11.5,52,2,7,Comets,2018,192,37,4,5,0.10810810810810811,5.2,38.4,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC #28,#28 Teresa Coleman,#28,Teresa Coleman,7,11,0.6,5,0,1,Trauma,2018,7,11,0,1,0,0.6,7,0.6,#28,Teresa Coleman,3,1,3,3,0,2,3,1,0,0,3,3,3
TC #28,#28 Teresa Coleman,#28,Teresa Coleman,30,7,4.3,16,0,2,Trauma,2018,37,18,0,2,0,2.1,18.5,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC #28,#28 Teresa Coleman,#28,Teresa Coleman,17,7,2.4,11,0,3,Trauma,2018,54,25,0,3,0,2.2,18,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC #28,#28 Teresa Coleman,#28,Teresa Coleman,26,7,3.7,9,0,4,Trauma,2018,80,32,0,4,0,2.5,20,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT #9,#9 TeShaura Turnbull,#9,TeShaura Turnbull,263,15,17.5,NA,2,1,Fire,2018,263,15,2,1,0.13333333333333333,17.5,263,17.5,#9,TeShaura Turnbull,5,1,NA,5,0,4,5,1,0,0,5,5,5
TT #9,#9 TeShaura Turnbull,#9,TeShaura Turnbull,103,11,9.4,NA,0,2,Fire,2018,366,26,2,2,0.07692307692307693,14.1,183,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT #9,#9 TeShaura Turnbull,#9,TeShaura Turnbull,265,14,18.9,70,3,4,Fire,2018,631,40,5,3,0.125,15.8,210.3,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT #9,#9 TeShaura Turnbull,#9,TeShaura Turnbull,78,12,6.5,NA,0,6,Fire,2018,709,52,5,4,0.09615384615384616,13.6,177.2,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT #9,#9 TeShaura Turnbull,#9,TeShaura Turnbull,160,10,16,NA,1,7,Fire,2018,869,62,6,5,0.0967741935483871,14,173.8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT #9,#9 TeShaura Turnbull,#9,TeShaura Turnbull,82,15,5.5,NA,2,8,Fire,2018,951,77,8,6,0.1038961038961039,12.4,158.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TM #15,#15 Tessa Marsh,#15,Tessa Marsh,4,3,1.3,5,0,1,Mizfits,2018,4,3,0,1,0,1.3,4,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TM #15,#15 Tessa Marsh,#15,Tessa Marsh,7,10,0.7,10,1,3,Mizfits,2018,11,13,1,2,0.07692307692307693,0.8,5.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TM #15,#15 Tessa Marsh,#15,Tessa Marsh,6,4,1.5,3,1,5,Mizfits,2018,17,17,2,3,0.11764705882352941,1,5.7,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TM #15,#15 Tessa Marsh,#15,Tessa Marsh,31,5,6.2,11,0,6,Mizfits,2018,48,22,2,4,0.09090909090909091,2.2,12,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TM #15,#15 Tessa Marsh,#15,Tessa Marsh,50,2,25,25,1,7,Mizfits,2018,98,24,3,5,0.125,4.1,19.6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
