plyr.lbl,player,no.,name,pass_yards,comp,att,pct,avg,pass_td,int,long,rating,week,team,season,pass_yards_cum,comp_cum,att_cum,pass_td_cum,int_cum,game,pass_td_rate_cum,comp_cum_rate,int_rate_cum,pass_yards_att_cum,pass_avg_cum,pass_yards_cum_game,pass_td_int_cum,qb.part1,qb.part2,qb.part3,qb.part4,qb_rate_cum,no..rush,name.rush,rush_yards,carries,avg.rush,long.rush,rush_td,week.rush,rush_yards_cum,carries_cum,rush_td_cum,rush_td_rate_cum,rush_avg_cum,rush_yards_cum_game,rush_yards_car
PY #2,#2 Patricia Youngblood,#2,Patricia Youngblood,42,4,6,66.7,10.5,0,0,31,86.8,2,Savages,2019,122,9,16,0,0,2,0,56,0,7.625,13.6,61,0,1.3125,1.15625,0,2.375,80.7,#2,Patricia Youngblood,3,2,1.5,3,0,2,8,5,0,0,1.6,4,1.5
PY #2,#2 Patricia Youngblood,#2,Patricia Youngblood,21,3,10,30,7,0,0,15,39.6,3,Savages,2019,143,12,26,0,0,3,0,46,0,5.5,11.9,47.7,0,0.8076923076923077,0.625,0,2.375,63.5,#2,Patricia Youngblood,2,3,0.7,2,0,3,10,8,0,0,1.2,3.3,0.7
PB #9,#9 Paula Beaulieu,#9,Paula Beaulieu,19,4,16,25,4.8,0,1,10,13.5,1,Mayhem,2019,19,4,16,0,1,1,0,25,0.0625,1.1875,4.8,19,0,0,0,0,0.8125,13.5,#9,Paula Beaulieu,76,17,4.5,NA,0,1,76,17,0,0,4.5,76,4.5
PB #9,#9 Paula Beaulieu,#9,Paula Beaulieu,0,0,4,0,0,0,0,NA,39.6,3,Mayhem,2019,19,4,20,0,1,2,0,20,0.05,0.95,4.8,9.5,0,0,0,0,1.125,18.8,#9,Paula Beaulieu,131,29,4.5,21,1,3,207,46,1,0.021739130434782608,4.5,103.5,4.5
RA #33,#33 Rebecca Andreas,#33,Rebecca Andreas,50,5,11,45.5,10,0,0,31,58.9,1,Mustangs,2019,50,5,11,0,0,1,0,45,0,4.545454545454546,10,50,0,0.7727272727272727,0.38636363636363646,0,2.375,58.9,#33,Rebecca Andreas,12,2,6,6,0,1,12,2,0,0,6,12,6
RA #33,#33 Rebecca Andreas,#33,Rebecca Andreas,42,2,9,22.2,21,0,3,22,6.9,2,Mustangs,2019,92,7,20,0,3,2,0,35,0.15,4.6,13.1,46,0,0.25,0.3999999999999999,0,0,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RF #14,#14 Regan Foy,#14,Regan Foy,74,6,10,60,12.3,2,1,33,82.9,1,Nighthawks,2019,74,6,10,2,1,1,0.2,60,0.1,7.4,12.3,74,2,1.5,1.1,2.375,0,82.9,#14,Regan Foy,12,5,2.4,NA,1,2,12,5,1,0.2,2.4,12,2.4
RF #14,#14 Regan Foy,#14,Regan Foy,126,9,22,40.9,14,2,1,25,71.4,2,Nighthawks,2019,200,15,32,4,2,2,0.125,47,0.0625,6.25,13.3,100,2,0.84375,0.8125,2.375,0.8125,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ #3,#3 Regena Jackson,#3,Regena Jackson,113,6,13,46.2,18.8,1,2,45,62.8,2,Panthers,2019,113,6,13,1,2,1,0.07692307692307693,46,0.15384615384615385,8.692307692307692,18.8,113,0.5,0.8076923076923077,1.423076923076923,1.5384615384615385,0,62.8,#3,Regena Jackson,224,11,20.4,62,4,2,224,11,4,0.36363636363636365,20.4,224,20.4
RB #11,#11 Robbie Brown,#11,Robbie Brown,3,1,5,20,3,0,0,3,39.6,1,Zydeco,2019,3,1,5,0,0,1,0,20,0,0.6,3,3,0,0,0,0,2.375,39.6,#11,Robbie Brown,52,8,6.5,25,1,1,52,8,1,0.125,6.5,52,6.5
RB #11,#11 Robbie Brown,#11,Robbie Brown,15,1,3,33.3,15,0,0,15,50.7,2,Zydeco,2019,18,2,8,0,0,2,0,25,0,2.25,9,9,0,0,0,0,2.375,39.6,#11,Robbie Brown,18,4,4.5,8,0,2,70,12,1,0.08333333333333333,5.8,35,4.5
SG #15,#15 Sarah Gomez,#15,Sarah Gomez,129,8,15,53.3,16.1,3,0,42,121.9,2,Elite,2019,129,8,15,3,0,1,0.2,53,0,8.6,16.1,129,0.2,1.1666666666666667,1.4,2.375,2.375,121.9,#15,Sarah Gomez,3,2,1.5,6,0,2,3,2,0,0,1.5,3,1.5
SG #15,#15 Sarah Gomez,#15,Sarah Gomez,126,5,6,83.3,25.2,2,0,44,158.3,3,Elite,2019,255,13,21,5,0,2,0.23809523809523808,62,0,12.142857142857142,19.6,127.5,0.23809523809523808,1.5952380952380953,2.2857142857142856,2.375,2.375,143.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA #13,#13 Sherri Anderson,#13,Sherri Anderson,105,3,7,42.9,35,1,0,57,129.5,1,Nighthawks,2019,105,3,7,1,0,1,0.14285714285714285,43,0,15,35,105,0.14285714285714285,0.6428571428571428,2.375,2.375,2.375,129.5,#13,Sherri Anderson,1,1,1,1,1,1,1,1,1,1,1,1,1
SL #16,#16 Stephanie Liebsack,#16,Stephanie Liebsack,4,1,8,12.5,4,0,4,4,0,3,Ravens,2019,4,1,8,0,4,1,0,12,0.5,0.5,4,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SR #1,#1 Sydney Reardon,#1,Sydney Reardon,43,2,3,66.7,21.5,0,0,34,109.7,1,Fusion,2019,43,2,3,0,0,1,0,67,0,14.333333333333334,21.5,43,0,1.833333333333333,2.375,0,2.375,109.7,#1,Sydney Reardon,50,11,4.5,14,0,1,50,11,0,0,4.5,50,4.5
SR #1,#1 Sydney Reardon,#1,Sydney Reardon,6,2,5,40,3,0,0,12,47.9,2,Fusion,2019,49,4,8,0,0,2,0,50,0,6.125,12.2,24.5,0,1,0.78125,0,2.375,69.3,#1,Sydney Reardon,62,9,6.9,45,0,2,112,20,0,0,5.6,56,6.9
SW #9,#9 Synae Williams,#9,Synae Williams,90,9,20,45,10,2,0,20,91.7,2,PY Phantomz,2019,90,9,20,2,0,1,0.1,45,0,4.5,10,90,0.1,0.75,0.375,2,2.375,91.7,#9,Synae Williams,8,2,4,4,0,2,8,2,0,0,4,8,4
SW #9,#9 Synae Williams,#9,Synae Williams,199,7,10,70,28.4,4,0,76,152.1,3,PY Phantomz,2019,289,16,30,6,0,2,0.2,53,0,9.633333333333333,18.1,144.5,0.2,1.1666666666666667,1.6583333333333332,2.375,2.375,126.2,#9,Synae Williams,28,3,9.3,26,0,3,36,5,0,0,7.2,18,9.3
TS NA,NA Tamara Smith,NA,Tamara Smith,5,1,8,12.5,5,0,2,5,0,1,Power,2019,5,1,8,0,2,1,0,12,0.25,0.625,5,5,0,0,0,0,0,0,NA,Tamara Smith,49,3,16.3,40,0,1,49,3,0,0,16.3,49,16.3
TO #15,#15 Tessa Ortiz-Marsh,#15,Tessa Ortiz-Marsh,146,4,8,50,36.5,2,0,53,135.4,1,Mizfits,2019,146,4,8,2,0,1,0.25,50,0,18.25,36.5,146,0.25,1,2.375,2.375,2.375,135.4,#15,Tessa Ortiz-Marsh,44,6,7.3,14,0,1,44,6,0,0,7.3,44,7.3
TW #18,#18 Tralena Wolfe,#18,Tralena Wolfe,58,3,4,75,19.3,0,1,20,77.1,1,PX Phantomz,2019,58,3,4,0,1,1,0,75,0.25,14.5,19.3,58,0,2.25,2.375,0,0,77.1,#18,Tralena Wolfe,19,3,6.3,9,0,1,19,3,0,0,6.3,19,6.3
TW #18,#18 Tralena Wolfe,#18,Tralena Wolfe,5,1,2,50,5,0,0,5,56.2,2,PX Phantomz,2019,63,4,6,0,1,2,0,67,0.16666666666666666,10.5,15.8,31.5,0,1.833333333333333,1.875,0,0,61.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TL #1,#1 Tyesha Lowery-Jones,#1,Tyesha Lowery-Jones,85,7,15,46.7,12.1,0,1,2,36.8,1,MH Blaze,2019,85,7,15,0,1,1,0,47,0.06666666666666667,5.666666666666667,12.1,85,0,0.8333333333333333,0.6666666666666667,0,0.7083333333333333,36.8,#1,Tyesha Lowery-Jones,0,2,0,NA,1,1,0,2,1,0.5,0,0,0
TL #1,#1 Tyesha Lowery-Jones,#1,Tyesha Lowery-Jones,160,5,10,50,32,3,0,NA,135.4,2,MH Blaze,2019,245,12,25,3,1,2,0.12,48,0.04,9.8,20.4,122.5,3,0.9,1.7000000000000002,2.375,1.375,105.8,#1,Tyesha Lowery-Jones,6,1,6,NA,0,2,6,3,1,0.3333333333333333,2,3,6
TL #1,#1 Tyesha Lowery-Jones,#1,Tyesha Lowery-Jones,88,7,11,63.6,12.6,2,0,NA,128,3,MH Blaze,2019,333,19,36,5,1,3,0.1388888888888889,53,0.027777777777777776,9.25,17.5,111,5.000000000000001,1.138888888888889,1.5625,2.375,1.6805555555555556,112.6,#1,Tyesha Lowery-Jones,11,3,3.7,NA,0,3,17,6,1,0.16666666666666666,2.8,5.7,3.7
VR #21,#21 Valerie Rios,#21,Valerie Rios,16,2,9,22.2,8,0,0,8,39.6,1,Vanguards,2019,16,2,9,0,0,1,0,22,0,1.7777777777777777,8,16,0,0,0,0,2.375,39.6,#21,Valerie Rios,123,11,11.2,45,2,1,123,11,2,0.18181818181818182,11.2,123,11.2
