plyr.lbl,player,no..rush,name.rush,rush_yards,carries,avg.rush,long.rush,rush_td,week.rush,team,season,rush_yards_cum,carries_cum,rush_td_cum,game,rush_td_rate_cum,rush_avg_cum,rush_yards_cum_game,rush_yards_car,no..rec,name.rec,rec_yards,rec,long.rec,avg.rec,rec_td,week.rec,rec_yards_cum,rec_cum,rec_td_cum,rec_td_rate_cum,rec_avg_cum,rec_yards_cum_game,rec_yards_rec
TR #22,#22 Tynequia Roberts,#22,Tynequia Roberts,70,11,6.4,14,3,2,Inferno,2019,81,18,3,2,0.16666666666666666,4.5,40.5,6.4,#22,Tynequia Roberts,2,1,2,2,0,2,4,2,0,0,2,2,2
TR #22,#22 Tynequia Roberts,#22,Tynequia Roberts,20,7,2.9,6,0,3,Inferno,2019,101,25,3,3,0.12,4,33.7,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TM #24,#24 Tyra McGrady,#24,Tyra McGrady,134,7,19.1,36,0,1,Vanguards,2019,134,7,0,1,0,19.1,134,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TM #24,#24 Tyra McGrady,#24,Tyra McGrady,120,16,7.5,34,1,3,Vanguards,2019,254,23,1,2,0.043478260869565216,11,127,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UJ #7,#7 Ursula Johns,#7,Ursula Johns,7,10,0.7,4,0,2,Wildcats,2019,7,11,0,2,0,0.6,3.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UJ #7,#7 Ursula Johns,#7,Ursula Johns,0,2,0,NA,0,3,Wildcats,2019,7,13,0,3,0,0.5,2.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VR #21,#21 Valerie Rios,#21,Valerie Rios,123,11,11.2,45,2,1,Vanguards,2019,123,11,2,1,0.18181818181818182,11.2,123,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VS #6,#6 Veronica Sloan,#6,Veronica Sloan,70,6,11.7,27,0,1,Dynamite,2019,70,6,0,1,0,11.7,70,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VS #6,#6 Veronica Sloan,#6,Veronica Sloan,27,4,6.8,15,0,3,Dynamite,2019,98,11,0,3,0,8.9,32.7,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB #13,#13 Wyshana Brooks,#13,Wyshana Brooks,164,10,16.4,85,1,1,Thunderkatz,2019,164,10,1,1,0.1,16.4,164,16.4,#13,Wyshana Brooks,25,1,25,25,0,1,25,1,0,0,25,25,25
WB #13,#13 Wyshana Brooks,#13,Wyshana Brooks,202,7,28.9,45,3,2,Thunderkatz,2019,366,17,4,2,0.23529411764705882,21.5,183,28.9,#13,Wyshana Brooks,97,3,75,32.3,3,2,122,4,3,0.75,30.5,61,32.3
